3486, 4032, 4614, 4667, 4714, 4884, 4905, 4957, 5167, 5167, 100, 9.99900009999
3903, 0, 4498, 4682, 4719, 4733, 4856, 4955, 4988, 4988, 99, 9.99899000101
3710, 3979, 4512, 4659, 4695, 4724, 4874, 4926, 5168, 5168, 100, 9.99800039992
4339, 4488, 4594, 4619, 4639, 4652, 4688, 4861, 5144, 5144, 100, 10
4343, 4359, 4626, 4650, 4667, 4684, 4700, 4876, 5180, 5180, 100, 10.0010001
2175, 2764, 3998, 4562, 4661, 4680, 4691, 4842, 5128, 5128, 100, 9.99900009999
4336, 4338, 4629, 4696, 4713, 4722, 4743, 4912, 5178, 5178, 100, 10.0010001
4446, 4473, 4637, 4680, 4701, 4713, 4723, 4897, 5345, 5345, 100, 9.99900009999
4349, 4371, 4523, 4674, 4701, 4712, 4731, 4927, 5140, 5140, 100, 10
3916, 4393, 4669, 4759, 4777, 4796, 4812, 4987, 5302, 5302, 100, 9.99900009999
4314, 4539, 4625, 4657, 4679, 4690, 4705, 4903, 5232, 5232, 100, 10
4154, 4368, 4641, 4690, 4710, 4717, 4733, 4911, 5239, 5239, 100, 9.99900009999
4259, 4301, 4583, 4668, 4688, 4700, 4712, 4868, 5218, 5218, 100, 10.0010001
3000, 3427, 4370, 4630, 4665, 4680, 4696, 4880, 5148, 5148, 100, 10
4295, 4295, 4644, 4686, 4705, 4719, 4732, 4932, 5179, 5179, 100, 9.99900009999
2377, 4189, 4522, 4649, 4674, 4688, 4699, 4887, 5210, 5210, 100, 10.0010001
3592, 4044, 4505, 4667, 4714, 4725, 4739, 4916, 5254, 5254, 100, 10.0010001
4316, 4352, 4694, 4729, 4742, 4755, 4771, 4927, 5318, 5318, 100, 10
4177, 0, 4177, 4595, 4645, 4659, 4674, 4832, 4858, 4858, 96, 10.0031259769
3488, 4296, 4542, 4680, 4713, 4733, 4902, 4965, 5260, 5260, 100, 10
3579, 0, 4400, 4657, 4701, 4713, 4728, 4892, 4910, 4910, 99, 10.0010102031
4398, 4487, 4684, 4712, 4730, 4742, 4787, 4930, 5229, 5229, 100, 10
4278, 4450, 4629, 4648, 4661, 4673, 4682, 4875, 5226, 5226, 100, 10.0020004001
3597, 4289, 4489, 4664, 4712, 4724, 4747, 4960, 5283, 5283, 100, 10.0010001
4362, 4447, 4675, 4720, 4733, 4744, 4762, 4938, 5254, 5254, 100, 9.99800039992
